Rank,Player,High School,Position,Height / Weight,Rating,Year,Star,Height,Weight
151,Ignas Sargiunas,,CG,6-4 / 195,90,2018,3.0,6-4,195
152,Jarvis Omersa,,PF,6-8 / 225,89,2018,3.0,6-8,225
153,Au'Diese Toney,,SF,6-6 / 190,89,2018,3.0,6-6,190
154,Ethan Henderson,,PF,6-8 / 185,89,2018,3.0,6-8,185
155,David DeJulius,,PG,6-0 / 188,89,2018,3.0,6-0,188
156,DJ Stewart,,SG,6-6 / 190,89,2018,3.0,6-6,190
157,Joel Mensah,,C,6-10 / 215,89,2018,3.0,6-10,215
158,Foster Loyer,,PG,6-0 / 170,89,2018,3.0,6-0,170
159,Trey Woodbury,,SG,6-4 / 170,89,2018,3.0,6-4,170
160,Reggie Chaney,,PF,6-7 / 215,89,2018,3.0,6-7,215
161,Kendric Davis,,PG,5-11 / 165,89,2018,3.0,5-11,165
162,Spencer Freedman,,PG,5-11 / 155,89,2018,3.0,5-11,155
163,Valdir Manuel,,C,6-10 / 210,89,2018,3.0,6-10,210
164,Devin Vassell,,SG,6-5 / 170,89,2018,3.0,6-5,170
165,Serrel Smith,,SG,6-3 / 170,89,2018,3.0,6-3,170
166,Alex Lomax,,PG,5-11 / 189,89,2018,3.0,5-11,189
167,Greg Williams,,SG,6-3 / 190,89,2018,3.0,6-3,190
168,Morris Udeze,,C,6-8 / 240,89,2018,3.0,6-8,240
169,Trevion Williams,,C,6-8 / 250,89,2018,3.0,6-8,250
170,Christian Bishop,,SF,6-7 / 190,89,2018,3.0,6-7,190
171,Kristian Sjolund,,SF,6-9 / 190,89,2018,3.0,6-9,190
172,Lukas Kisunas,,C,6-8 / 235,89,2018,3.0,6-8,235
173,Myles Dread,,SG,6-4 / 205,89,2018,3.0,6-4,205
174,Jordan McCabe,,PG,5-10 / 155,89,2018,3.0,5-10,155
175,Taylor Currie,,C,6-8 / 200,89,2018,3.0,6-8,200
176,Anthony Nelson,,CG,6-4 / 180,89,2018,3.0,6-4,180
177,Tyrese Haliburton,,PG,6-5 / 170,89,2018,3.0,6-5,170
178,Trey Doomes,,SG,6-3 / 185,89,2018,3.0,6-3,185
179,Ochai Agbaji,,SF,6-5.5 / 195,89,2018,3.0,6-5.5,195
180,Robert Braswell,,PF,6-9 / 175,89,2018,3.0,6-9,175
181,Brock Cunningham,,SF,6-7 / 205,89,2018,3.0,6-7,205
182,Samba Diallo,,SF,6-7 / 190,89,2018,3.0,6-7,190
183,Rasir Bolton,,PG,6-3 / 170,89,2018,3.0,6-3,170
184,Khalid Moore,,SF,6-6 / 175,89,2018,3.0,6-6,175
185,Kyler Edwards,,SG,6-4 / 195,89,2018,3.0,6-4,195
186,Dana Tate,,SF,6-7 / 230,89,2018,3.0,6-7,230
187,PJ Byrd,,PG,6-1 / 170,89,2018,3.0,6-1,170
188,Jordan Lathon,,CG,6-4 / 190,89,2018,3.0,6-4,190
189,Keenan Fitzmorris,,C,6-11 / 190,89,2018,3.0,6-11,190
190,Jaedon LeDee,,PF,6-7 / 230,89,2018,3.0,6-7,230
191,Blake Hinson,,PF,6-7 / 230,89,2018,3.0,6-7,230
192,John Newman,,SG,6-5 / 180,89,2018,3.0,6-5,180
193,Trey Jemison,,C,6-11 / 245,89,2018,3.0,6-11,245
194,Tye Fagan,,CG,6-3 / 170,89,2018,3.0,6-3,170
195,Duane Washington,,CG,6-3 / 190,89,2018,3.0,6-3,190
196,D.J. Burns,,C,6-9 / 248,89,2018,3.0,6-9,248
197,Kenneth Nwuba,,C,6-10 / 240,89,2018,3.0,6-10,240
198,Jermaine Couisnard,,CG,6-4 / 185,89,2018,3.0,6-4,185
199,TJ Moss,,SG,6-4 / 180,89,2018,3.0,6-4,180
200,Erik Stevenson,,SG,6-4 / 180,89,2018,3.0,6-4,180
201,Dontarius James,,PF,6-7 / 215,89,2018,3.0,6-7,215
202,Amadou Sow,,PF,6-9 / 225,89,2018,3.0,6-9,225
203,Emmanuel Dowuona,,C,6-11 / 220,89,2018,3.0,6-11,220
204,Bryan Penn-Johnson,,C,7-0 / 215,89,2018,3.0,7-0,215
205,Mason Forbes,,PF,6-8 / 205,89,2018,3.0,6-8,205
206,Isaiah Joe,,SG,6-2 / 160,89,2018,3.0,6-2,160
207,Flynn Cameron,,PG,6-3 / 180,89,2018,3.0,6-3,180
208,Shaun Williams,,PG,6-1 / 170,89,2018,3.0,6-1,170
209,Riley Battin,,C,6-9 / 220,89,2018,3.0,6-9,220
210,Torrence Watson,,SG,6-5 / 175,89,2018,3.0,6-5,175
211,Adrien Nunez,,SG,6-5 / 175,89,2018,3.0,6-5,175
212,KJ Buffen,,SF,6-7 / 205,89,2018,3.0,6-7,205
213,Kevin Zhang,,PF,6-8 / 205,89,2018,3.0,6-8,205
214,Alan Griffin,,SG,6-5 / 180,89,2018,3.0,6-5,180
215,Josh Roberts,,PF,6-8 / 200,89,2018,3.0,6-8,200
216,Thomas Kithier,,PF,6-8 / 225,89,2018,3.0,6-8,225
217,Kessler Edwards,,SF,6-7 / 185,89,2018,3.0,6-7,185
218,Bryce Golden,,PF,6-9 / 220,89,2018,3.0,6-9,220
219,Zac Watson,,SF,6-6 / 124,89,2018,3.0,6-6,124
220,Berrick JeanLouis,,SF,6-5 / 185,89,2018,3.0,6-5,185
221,Xavier Johnson,,CG,6-3 / 170,89,2018,3.0,6-3,170
222,Malik Riddle,,SG,6-4 / 175,89,2018,3.0,6-4,175
223,CJ Fredrick,,SG,6-4 / 165,89,2018,3.0,6-4,165
224,Ronaldo Segu,,PG,6-0 / 165,88,2018,3.0,6-0,165
225,Desi Sills,,PG,6-2 / 180,88,2018,3.0,6-2,180
226,Drue Drinnon,,PG,6-0 / 165,88,2018,3.0,6-0,165
227,Mac McClung,,CG,6-2 / 175,88,2018,3.0,6-2,175
228,Isaac Likekele,,PG,6-4 / 205,88,2018,3.0,6-4,205
229,Jay Nagle,,SF,6-6 / 190,88,2018,3.0,6-6,190
230,Diante Wood,,SG,6-4 / 175,88,2018,3.0,6-4,175
231,Brendan Adams,,PG,6-4 / 180,88,2018,3.0,6-4,180
232,Xavier Pinson,,PG,6-2 / 170,88,2018,3.0,6-2,170
233,Xavier Castaneda,,PG,6-0 / 185,88,2018,3.0,6-0,185
234,Wynston Tabbs,,CG,6-2 / 190,88,2018,3.0,6-2,190
235,Flo Thamba,,C,6-9 / 224,88,2018,3.0,6-9,224
236,Nate Roberts,,C,6-11.5 / 220,88,2018,3.0,6-11.5,220
237,George Maslennikov,,PF,6-9 / 220,88,2018,3.0,6-9,220
238,Kaison Hammonds,,SG,6-4 / 170,88,2018,3.0,6-4,170
239,Hunter Erickson,,SG,6-3 / 180,88,2018,3.0,6-3,180
240,Jon Kabongo,,PG,6-3 / 160,88,2018,3.0,6-3,160
241,Teddy Ochieng,,PF,6-8 / 180,88,2018,3.0,6-8,180
242,Andre Kelly,,PF,6-7 / 235,88,2018,3.0,6-7,235
243,Grayson Carter,,PF,6-8 / 200,88,2018,3.0,6-8,200
244,Adam Thistlewood,,SF,6-7 / 180,88,2018,3.0,6-7,180
245,Russell Barlow,,C,6-9 / 215,88,2018,3.0,6-9,215
246,Ryan Boyce,,SG,6-5 / 180,88,2018,3.0,6-5,180
247,Keonte Kennedy,,SG,6-4 / 175,88,2018,3.0,6-4,175
1,Anthony Edwards,,SG,6-5 / 215,100,2019,5.0,6-5,215
2,James Wiseman,,C,7-0 / 210,100,2019,5.0,7-0,210
3,Cole Anthony,,CG,6-3 / 185,100,2019,5.0,6-3,185
4,Isaiah Stewart,,C,6-9 / 245,99,2019,5.0,6-9,245
5,RJ Hampton,,CG,6-5 / 185,99,2019,5.0,6-5,185
6,Vernon Carey,,C,6-10 / 275,99,2019,5.0,6-10,275
7,Scottie Lewis,,SF,6-5 / 185,99,2019,5.0,6-5,185
8,Nico Mannion,,PG,6-3 / 180,99,2019,5.0,6-3,180
9,Precious Achiuwa,,SF,6-9 / 215,99,2019,5.0,6-9,215
10,Tyrese Maxey,,CG,6-3 / 185,99,2019,5.0,6-3,185
11,Kahlil Whitney,,SF,6-6 / 190,99,2019,5.0,6-6,190
12,Tre Mann,,PG,6-3 / 170,99,2019,5.0,6-3,170
13,Jaden McDaniels,,PF,6-9 / 185,99,2019,5.0,6-9,185
14,Keion Brooks,,SF,6-7 / 185,99,2019,5.0,6-7,185
15,N'Faly Dante,,C,6-11 / 230,99,2019,5.0,6-11,230
16,Samuell Williamson,,SF,6-6 / 180,99,2019,5.0,6-6,180
17,Matthew Hurt,,PF,6-9 / 215,98,2019,5.0,6-9,215
18,Josh Green,,SF,6-6 / 190,98,2019,5.0,6-6,190
19,Jeremiah Robinson-Earl,,PF,6-8 / 235,98,2019,5.0,6-8,235
20,Trendon Watford,,PF,6-9 / 230,98,2019,5.0,6-9,230
21,Bryan Antoine,,SG,6-4.5 / 168,98,2019,5.0,6-4.5,168
22,Akok Akok,,PF,6-10 / 195,98,2019,5.0,6-10,195
23,Oscar Tshiebwe,,C,6-9 / 250,98,2019,5.0,6-9,250
24,Isaiah Mobley,,PF,6-9 / 220,98,2019,5.0,6-9,220
25,CJ Walker,,PF,6-8 / 200,97,2019,4.0,6-8,200
26,LaMelo Ball,,PG,6-6 / 180,97,2019,4.0,6-6,180
27,Onyeka Okongwu,,C,6-8 / 235,97,2019,4.0,6-8,235
28,Trayce Jackson-Davis,,C,6-9 / 230,97,2019,4.0,6-9,230
29,Josiah-Jordan James,,CG,6-6 / 200,97,2019,4.0,6-6,200
30,Patrick Williams,,SF,6-6 / 215,97,2019,4.0,6-6,215
31,Johnny Juzang,,SF,6-6 / 200,97,2019,4.0,6-6,200
32,DJ Carton,,PG,6-1 / 190,97,2019,4.0,6-1,190
33,Boogie Ellis,,CG,6-2 / 165,97,2019,4.0,6-2,165
34,Armando Bacot,,C,6-10 / 240,97,2019,4.0,6-10,240
35,Cassius Stanley,,SG,6-5 / 180,97,2019,4.0,6-5,180
36,Will Baker,,C,7-0 / 235,97,2019,4.0,7-0,235
37,Isaac Okoro,,SF,6-5 / 200,97,2019,4.0,6-5,200
38,Wendell Moore,,SF,6-5 / 210,97,2019,4.0,6-5,210
39,Rocket Watts,,CG,6-2 / 175,97,2019,4.0,6-2,175
40,Zeke Nnaji,,PF,6-11 / 215,97,2019,4.0,6-11,215
41,Anton Watson,,SF,6-8 / 210,97,2019,4.0,6-8,210
42,Jahmi'us Ramsey,,CG,6-4 / 195,97,2019,4.0,6-4,195
43,Franz Wagner,,SF,6-7 / 190,97,2019,4.0,6-7,190
44,Jalen Lecque,,CG,6-4 / 190,97,2019,4.0,6-4,190
45,Martynas Arlauskas,,SF,6-6 / 185,96,2019,4.0,6-6,185
46,Jalen Wilson,,SF,6-8 / 215,96,2019,4.0,6-8,215
47,Pavel Zakharov,,C,6-10 / 235,96,2019,4.0,6-10,235
48,Omar Payne,,C,6-9 / 215,96,2019,4.0,6-9,215
49,Kai Jones,,C,6-10 / 205,96,2019,4.0,6-10,205
50,Casey Morsell,,SG,6-2 / 175,96,2019,4.0,6-2,175
51,Lester Quinones,,SG,6-5 / 180,96,2019,4.0,6-5,180
52,De'Vion Harmon,,PG,6-0 / 192,96,2019,4.0,6-0,192
53,James Bouknight,,SG,6-4 / 180,96,2019,4.0,6-4,180
54,Kofi Cockburn,,C,6-10 / 290,96,2019,4.0,6-10,290
55,Tristan Enaruna,,SF,6-9 / 205,96,2019,4.0,6-9,205
56,Addison Patterson,,SG,6-6 / 180,96,2019,4.0,6-6,180
57,Drew Timme,,C,6-10 / 235,96,2019,4.0,6-10,235
58,Justin Moore,,SG,6-4 / 200,96,2019,4.0,6-4,200
59,Robbie Beran,,PF,6-9 / 210,96,2019,4.0,6-9,210
60,EJ Liddell,,PF,6-6 / 220,96,2019,4.0,6-6,220
61,Santiago Aldama,,PF,6-10 / 205,96,2019,4.0,6-10,205
62,Aidan Igiehon,,C,6-10 / 235,96,2019,4.0,6-10,235
63,Alonzo Gaffney,,SF,6-9 / 190,96,2019,4.0,6-9,190
64,Nah'shon Hyland,,PG,6-3 / 165,95,2019,4.0,6-3,165
65,Max Agbonkpolo,,SF,6-8 / 180,95,2019,4.0,6-8,180
66,Oumar Ballo,,C,6-10 / 245,95,2019,4.0,6-10,245
67,Anthony Harris,,CG,6-3 / 180,95,2019,4.0,6-3,180
68,David Johnson,,CG,6-5 / 170,95,2019,4.0,6-5,170
69,Harlond Beverly,,CG,6-4 / 170,95,2019,4.0,6-4,170
70,Zach Harvey,,SG,6-4 / 170,95,2019,4.0,6-4,170
71,Donovan Williams,,SG,6-5 / 180,95,2019,4.0,6-5,180
72,Quincy Guerrier,,SF,6-7 / 190,95,2019,4.0,6-7,190
73,Romeo Weems,,PF,6-7 / 215,95,2019,4.0,6-7,215
74,Cole Bajema,,SF,6-7 / 175,95,2019,4.0,6-7,175
75,Eric Dixon,,PF,6-7 / 250,95,2019,4.0,6-7,250
76,Malik Hall,,PF,6-7 / 190,94,2019,4.0,6-7,190
77,Terry Armstrong,,SG,6-6 / 185,94,2019,4.0,6-6,185
78,Tyrell Terry,,PG,6-1 / 160,94,2019,4.0,6-1,160
79,Santiago Vescovi,,PG,6-2 / 175,94,2019,4.0,6-2,175
80,Kadin Shedrick,,C,6-11 / 200,94,2019,4.0,6-11,200
81,DJ Jeffries,,PF,6-7 / 218,94,2019,4.0,6-7,218
82,KyKy Tandy,,CG,6-1 / 190,94,2019,4.0,6-1,190
83,Marcus Watson,,SG,6-6 / 205,94,2019,4.0,6-6,205
84,Jalen Bridges,,SF,6-7 / 180,94,2019,4.0,6-7,180
85,P.J. Fuller,,SG,6-4 / 170,94,2019,4.0,6-4,170
86,Greg Gantt,,SF,6-7 / 195,94,2019,4.0,6-7,195
87,Christian Brown,,SF,6-6 / 205,93,2019,3.0,6-6,205
88,Isaiah Wong,,CG,6-2 / 165,93,2019,3.0,6-2,165
89,Cashius McNeilly,,SG,6-4 / 180,93,2019,3.0,6-4,180
90,RaeQuan Battle,,SG,6-4 / 175,93,2019,3.0,6-4,175
91,Makhi Mitchell,,C,6-9 / 225,93,2019,3.0,6-9,225
92,Rylan Jones,,PG,6-1 / 165,93,2019,3.0,6-1,165
93,Balsa Koprivica,,C,7-0 / 240,93,2019,3.0,7-0,240
94,Isaac Johnson,,C,6-11 / 220,93,2019,3.0,6-11,220
95,Symir Torrence,,CG,6-3 / 170,93,2019,3.0,6-3,170
96,Christian Koloko,,C,7-0 / 195,92,2019,3.0,7-0,195
97,Dereon Seabron,,CG,6-6 / 192,92,2019,3.0,6-6,192
98,Jaykwon Walton,,SF,6-6 / 195,92,2019,3.0,6-6,195
99,Dontaie Allen,,SF,6-6 / 185,92,2019,3.0,6-6,185
100,Jaime Jaquez,,SF,6-7 / 210,92,2019,3.0,6-7,210
101,Damion Baugh,,CG,6-4 / 185,92,2019,3.0,6-4,185
102,Dajuan Harris,,PG,6-2 / 160,92,2019,3.0,6-2,160
103,Brock Ravet,,CG,6-1 / 174,92,2019,3.0,6-1,174
104,Jordan Rawls,,PG,6-2 / 165,92,2019,3.0,6-2,165
105,Chandler Lawson,,PF,6-8 / 205,92,2019,3.0,6-8,205
106,Isaiah Ihnen,,PF,6-9 / 190,92,2019,3.0,6-9,190
107,Tre Mitchell,,C,6-9 / 235,91,2019,3.0,6-9,235
108,Zach Freemantle,,C,6-9 / 215,91,2019,3.0,6-9,215
109,Raymond Hawkins,,C,6-9 / 225,91,2019,3.0,6-9,225
110,Jaylin Williams,,PF,6-8 / 225,91,2019,3.0,6-8,225
111,Jaelen House,,PG,6-2 / 160,91,2019,3.0,6-2,160
112,Avery Anderson III,,CG,6-2 / 170,91,2019,3.0,6-2,170
113,Francisco Farabello,,PG,6-1 / 165,91,2019,3.0,6-1,165
114,Tray Jackson,,PF,6-8 / 200,91,2019,3.0,6-8,200
115,Tre Williams,,SG,6-4 / 180,91,2019,3.0,6-4,180
116,Keeshawn Barthelemy,,PG,6-2 / 170,91,2019,3.0,6-2,170
117,Tyrell Jones,,CG,6-1 / 170,91,2019,3.0,6-1,170
118,Dahmir Bishop,,SG,6-4 / 175,91,2019,3.0,6-4,175
119,Chris Harris Jr.,,SG,6-3 / 195,91,2019,3.0,6-3,195
120,Austin Crowley,,SG,6-6 / 185,91,2019,3.0,6-6,185
121,Juwan Gary,,SF,6-6 / 200,91,2019,3.0,6-6,200
122,Tyrese Samuel,,PF,6-8 / 210,91,2019,3.0,6-8,210
123,Dylan Disu,,PF,6-8 / 185,91,2019,3.0,6-8,185
124,Qudus Wahab,,C,6-10 / 230,91,2019,3.0,6-10,230
125,Patrick McCaffery,,SF,6-8 / 175,91,2019,3.0,6-8,175
126,Victor Iwuakor,,C,6-8 / 210,91,2019,3.0,6-8,210
127,Terrence Shannon,,SF,6-6 / 185,91,2019,3.0,6-6,185
128,Toumani Camara,,SF,6-6 / 190,91,2019,3.0,6-6,190
129,D.J. Thorpe,,C,6-8 / 230,91,2019,3.0,6-8,230
130,Samari Curtis,,SG,6-4 / 180,91,2019,3.0,6-4,180
131,Diante Smith,,SF,6-6 / 195,90,2019,3.0,6-6,195
132,Elias King,,SF,6-7 / 204,90,2019,3.0,6-7,204
133,Jalen Gaffney,,CG,6-2 / 170,90,2019,3.0,6-2,170
134,Jesse Edwards,,C,6-11 / 205,90,2019,3.0,6-11,205
135,Kevin McCullar,,SF,6-6 / 180,90,2019,3.0,6-6,180
136,Joel Brown,,PG,6-2 / 180,90,2019,3.0,6-2,180
137,Khalif Battle,,SG,6-5 / 180,90,2019,3.0,6-5,180
138,Jalen Hill,,SF,6-7 / 180,90,2019,3.0,6-7,180
139,Armaan Franklin,,SG,6-4 / 185,90,2019,3.0,6-4,185
140,Jae'Lyn Withers,,PF,6-8 / 215,90,2019,3.0,6-8,215
141,Chris Ledlum,,SF,6-6 / 215,90,2019,3.0,6-6,215
142,Tyson Etienne,,CG,6-1 / 175,90,2019,3.0,6-1,175
143,Chase Hunter,,CG,6-3 / 180,90,2019,3.0,6-3,180
144,Ford Cooper,,PG,6-3 / 175,90,2019,3.0,6-3,175
145,Christian Braun,,SF,6-5 / 175,89,2019,3.0,6-5,175
146,Dieonte Miles,,C,6-10 / 210,89,2019,3.0,6-10,210
147,Antwan January,,C,6-11 / 240,89,2019,3.0,6-11,240
148,Carl Lewis,,C,6-9 / 250,89,2019,3.0,6-9,250
149,Naheem McLeod,,C,7-3 / 230,89,2019,3.0,7-3,230
150,Caleb Mills,,CG,6-3 / 170,89,2019,3.0,6-3,170
151,Drake London,,SG,6-4 / 200,89,2019,3.0,6-4,200
152,Jaylen Forbes,,SG,6-5 / 190,89,2019,3.0,6-5,190
153,Brycen Goodine,,SG,6-4 / 170,89,2019,3.0,6-4,170
154,Malcolm Dandridge,,C,6-8 / 245,89,2019,3.0,6-8,245
155,Markese Jacobs,,PG,5-11 / 170,89,2019,3.0,5-11,170
156,Jacob Germany,,C,6-11 / 225,89,2019,3.0,6-11,225
157,Brandon Newman,,SG,6-4 / 175,89,2019,3.0,6-4,175
158,Kalib Boone,,C,6-8 / 190,89,2019,3.0,6-8,190
159,Emanuel Miller,,PF,6-6 / 200,89,2019,3.0,6-6,200
160,Ismael Massoud,,SF,6-8 / 200,89,2019,3.0,6-8,200
161,Josh Nickelberry,,SG,6-4 / 175,89,2019,3.0,6-4,175
162,Richard Springs,,PF,6-9 / 200,89,2019,3.0,6-9,200
163,Issac McBride,,CG,6-1 / 170,89,2019,3.0,6-1,170
164,Donta Scott,,SF,6-6 / 200,89,2019,3.0,6-6,200
165,Tyreek Smith,,PF,6-8 / 205,89,2019,3.0,6-8,205
166,Olivier Nkamhoua,,PF,6-8 / 210,89,2019,3.0,6-8,210
167,Joshua Pierre-Louis,,PG,6-3 / 180,89,2019,3.0,6-3,180
168,Kyle Sturdivant,,PG,6-3 / 190,89,2019,3.0,6-3,190
169,Jeremiah Francis,,PG,6-3 / 190,89,2019,3.0,6-3,190
170,Daniel Ramsey,,PF,6-8 / 220,89,2019,3.0,6-8,220
171,Sahvir Wheeler,,PG,5-8 / 175,89,2019,3.0,5-8,175
172,Al-Amir Dawes,,CG,6-2 / 175,89,2019,3.0,6-2,175
173,Joseph Girard,,CG,6-1 / 178,89,2019,3.0,6-1,178
174,Jonathan Aku,,C,6-10 / 210,89,2019,3.0,6-10,210
175,Iverson Molinar,,SG,6-3 / 185,89,2019,3.0,6-3,185
176,Tyler Wahl,,SF,6-7 / 200,89,2019,3.0,6-7,200
177,Jordan Turner,,SF,6-6 / 180,89,2019,3.0,6-6,180
178,Emmanuel Andrew,,SF,6-6 / 205,89,2019,3.0,6-6,205
179,Gerald Drumgoole,,SF,6-6 / 195,89,2019,3.0,6-6,195
180,Jaden Shackelford,,SG,6-3 / 185,89,2019,3.0,6-3,185
181,Luka Sakota,,SG,6-5 / 180,89,2019,3.0,6-5,180
182,Jared Jones,,C,6-9 / 232,89,2019,3.0,6-9,232
183,Jourdan Smith,,SF,6-6 / 170,89,2019,3.0,6-6,170
184,Drew Pember,,PF,6-9 / 190,89,2019,3.0,6-9,190
185,Sammy Hunter,,PF,6-9 / 230,89,2019,3.0,6-9,230
186,Davonte Gaines,,SF,6-7 / 175,89,2019,3.0,6-7,175
187,Tre Jackson,,PG,6-1 / 170,89,2019,3.0,6-1,170
188,James Bishop,,CG,6-2 / 170,89,2019,3.0,6-2,170
189,Jalen Cone,,PG,5-11 / 163,89,2019,3.0,5-11,163
190,Paul Mulcahy,,SF,6-6 / 186,89,2019,3.0,6-6,186
191,Mario McKinney,,CG,6-2 / 180,89,2019,3.0,6-2,180
192,Romelle Mansel,,PF,6-7 / 200,89,2019,3.0,6-7,200
193,DaJuan Gordon,,SG,6-3 / 170,89,2019,3.0,6-3,170
194,Hyunjung Lee,,SF,6-7 / 180,89,2019,3.0,6-7,180
195,Mikael Jantunen,,PF,6-8 / 215,89,2019,3.0,6-8,215
196,Babatunde Akingbola,,C,6-8 / 220,89,2019,3.0,6-8,220
197,Jamon Kemp,,SF,6-6 / 175,89,2019,3.0,6-6,175
198,Zimife Nwokeji,,SF,6-7 / 180,89,2019,3.0,6-7,180
199,Grant Sherfield,,CG,6-2 / 180,89,2019,3.0,6-2,180
200,Golden Dike,,PF,6-7 / 210,89,2019,3.0,6-7,210
201,Devan Cambridge,,SF,6-6 / 190,89,2019,3.0,6-6,190
202,Anthony Walker,,PF,6-8 / 205,89,2019,3.0,6-8,205
203,Mason Gillis,,PF,6-6 / 215,89,2019,3.0,6-6,215
204,Scotty Pippen Jr.,,PG,6-0 / 160,89,2019,3.0,6-0,160
205,Justin Champagnie,,SF,6-5 / 180,89,2019,3.0,6-5,180
206,Shereef Mitchell,,PG,6-0 / 155,89,2019,3.0,6-0,155
207,Seth Lundy,,SF,6-6 / 195,89,2019,3.0,6-6,195
208,Julius Marble,,PF,6-8 / 225,89,2019,3.0,6-8,225
209,Max Lorca-Lloyd,,PF,6-9 / 225,89,2019,3.0,6-9,225
210,Yvan Ouedraogo,,PF,6-8 / 240,89,2019,3.0,6-8,240
211,Isaiah Thompson,,PG,6-0 / 165,89,2019,3.0,6-0,165
212,Noah Fernandes,,PG,5-11 / 155,89,2019,3.0,5-11,155
213,Donovan Gregory,,SG,6-5 / 190,89,2019,3.0,6-5,190
214,Yuri Collins,,PG,5-10 / 175,89,2019,3.0,5-10,175
215,Justin McKoy,,SF,6-8 / 225,89,2019,3.0,6-8,225
216,Miles McBride,,PG,6-1 / 185,89,2019,3.0,6-1,185
217,Jay Heath,,SG,6-3 / 180,89,2019,3.0,6-3,180
218,Spencer Jones,,SF,6-7 / 195,89,2019,3.0,6-7,195
219,Luke Anderson,,PF,6-8 / 215,89,2019,3.0,6-8,215
220,Liam Mcchesney,,PF,6-9 / 195,89,2019,3.0,6-9,195
221,Jahmir Young,,PG,6-0 / 160,89,2019,3.0,6-0,160
222,Kareem Reid,,PF,6-8 / 200,89,2019,3.0,6-8,200
223,Taryn Todd,,SG,6-2 / 170,89,2019,3.0,6-2,170
224,Yavuz Gultekin,,PF,6-8 / 198,88,2019,3.0,6-8,198
225,J'Wan Roberts,,PF,6-7 / 190,88,2019,3.0,6-7,190
226,CJ Felder,,PF,6-7 / 225,88,2019,3.0,6-7,225
227,Trae Hannibal,,SG,6-2 / 204,88,2019,3.0,6-2,204
228,Niven Hart,,SG,6-5 / 180,88,2019,3.0,6-5,180
229,Jalen Graham,,C,6-9 / 205,88,2019,3.0,6-9,205
230,Jalen Williams,,CG,6-3 / 180,88,2019,3.0,6-3,180
231,Jalen Thomas,,C,6-10 / 220,88,2019,3.0,6-10,220
232,Mika Adams-Woods,,CG,6-3 / 175,88,2019,3.0,6-3,175
233,Ben Roderick,,SF,6-5 / 185,88,2019,3.0,6-5,185
234,Matthew Van Komen,,C,7-4 / 220,88,2019,3.0,7-4,220
235,Karim Coulibaly,,PF,6-8 / 220,88,2019,3.0,6-8,220
236,Marquise Kennedy,,CG,6-1 / 165,88,2019,3.0,6-1,165
237,Jalyn McCreary,,PF,6-8 / 215,88,2019,3.0,6-8,215
238,Rodney Howard,,C,6-10 / 230,88,2019,3.0,6-10,230
239,Malcolm Wilson,,C,6-11 / 205,88,2019,3.0,6-11,205
240,Maceo Austin,,SG,6-4 / 170,88,2019,3.0,6-4,170
241,Julian Rishwain,,SG,6-5 / 165,88,2019,3.0,6-5,165
242,Gregory Hammond,,SG,6-5 / 190,88,2019,3.0,6-5,190
243,Makhel Mitchell,,C,6-9 / 230,88,2019,3.0,6-9,230
244,Jahcobi Neath,,PG,6-3 / 170,88,2019,3.0,6-3,170
245,Majok Deng,,SF,6-5 / 175,88,2019,3.0,6-5,175
246,Myron Gardner,,SF,6-6 / 185,88,2019,3.0,6-6,185
247,John Ojiako,,PF,6-10 / 190,88,2019,3.0,6-10,190
1,Cade Cunningham,,PG,6-6 / 215,100,2020,5.0,6-6,215
2,Jalen Green,,CG,6-5 / 170,100,2020,5.0,6-5,170
3,Evan Mobley,,C,6-11 / 205,100,2020,5.0,6-11,205
4,Jonathan Kuminga,,SF,6-8 / 205,100,2020,5.0,6-8,205
5,Ziaire Williams,,SF,6-7 / 175,100,2020,5.0,6-7,175
6,Brandon Boston Jr.,,SG,6-6 / 175,99,2020,5.0,6-6,175
7,Caleb Love,,PG,6-3 / 170,99,2020,5.0,6-3,170
8,Josh Christopher,,SG,6-5 / 215,99,2020,5.0,6-5,215
9,Scottie Barnes,,PF,6-8 / 210,99,2020,5.0,6-8,210
10,Terrence Clarke,,SG,6-7 / 185,99,2020,5.0,6-7,185
11,Greg Brown III,,PF,6-9 / 195,99,2020,5.0,6-9,195
12,Moussa Cisse,,C,6-10 / 220,99,2020,5.0,6-10,220
13,Jalen Suggs,,CG,6-5 / 200,99,2020,5.0,6-5,200
14,Jalen Johnson,,SF,6-8 / 215,99,2020,5.0,6-8,215
15,Daishen Nix,,PG,6-5 / 205,99,2020,5.0,6-5,205
16,Jaden Springer,,CG,6-4 / 204,99,2020,5.0,6-4,204
17,Keon Johnson,,SG,6-5 / 186,98,2020,5.0,6-5,186
18,Mark Williams,,C,7-0 / 225,98,2020,5.0,7-0,225
19,Makur Maker,,C,6-11 / 235,98,2020,5.0,6-11,235
20,Bryce Thompson,,CG,6-5 / 175,98,2020,5.0,6-5,175
21,Josh Primo,,CG,6-6 / 180,98,2020,5.0,6-6,180
22,Day'Ron Sharpe,,C,6-10 / 246,98,2020,5.0,6-10,246
23,DJ Steward,,CG,6-3 / 165,98,2020,5.0,6-3,165
24,Jeremy Roach,,PG,6-2 / 180,98,2020,5.0,6-2,180
25,Cameron Thomas,,SG,6-3 / 180,98,2020,5.0,6-3,180
26,Khristian Lander,,PG,6-2 / 165,98,2020,5.0,6-2,165
